,Country Name,Country Code,expected years of school(scaled),Fraction of Children Under 5 Not Stunted,Harmonized Test Scores(scaled),Human Capital Index (0-1),Human Capital Index Lower Bound (0-1),Human Capital Index Upper Bound (0-1),Learning Adjusted Years of School(scaled),Probability of Survival to Age 5,Survival Rate from Age 15-60,Continent,Weighted HCI
0,Afghanistan,AFG,0.638749939182536,0.618072211742401,0.6166799235967942,0.400284141302109,0.38714861869812,0.412617266178131,0.3943435656684408,0.937723577022552,0.78774082660675,Asia,29.79819958334366
1,Albania,ALB,0.9248699874861439,0.886766493320465,0.7546473258718942,0.634250938892365,0.624725520610809,0.643478035926819,0.6987290881879828,0.991176664829254,0.929365992546082,Europe,38.41382918439872
2,Algeria,DZA,0.8501487778238616,0.883103966712952,0.6502819179823068,0.534556448459625,0.527311027050018,0.541510224342346,0.5534529330348643,0.976517915725708,0.909282267093658,Africa,35.943035463927785
3,American Samoa,ASM,0.8095741807712761,0.7615223101207187,0.6902217980732107,0.5288617206471306,0.5107854753732681,0.5438641075577056,0.5668054113709521,0.97491620693888,0.845530092716217,Oceania,34.46447874316189
4,Andorra,AND,0.9476337577107554,0.9229360222816468,0.8545520782682645,0.7107685498702221,0.701848280735505,0.7195550722953601,0.8129855015971089,0.9952628872333428,0.9104034503300984,Europe,40.0822147874709
5,Angola,AGO,0.5826505411026497,0.624288558959961,0.5666283016731959,0.362405389547348,0.32986369729042,0.385374516248703,0.3305144767957145,0.922835469245911,0.729358732700348,Africa,28.0907804370709
6,Antigua and Barbuda,ATG,0.9304796330436689,0.8357511427667405,0.7074867650851829,0.595703899860382,0.584080040454865,0.607414603233337,0.659036204121137,0.993558526039124,0.89720755815506,North America,37.19282389893984
7,Argentina,ARG,0.9241626230608464,0.921000003814697,0.7095296267190107,0.602144718170166,0.59166693687439,0.611715614795685,0.6564520455490688,0.990055024623871,0.888269186019897,South America,37.68087171041403
8,Armenia,ARM,0.80938044470278,0.906010508537292,0.7700171952834398,0.578998804092407,0.569216191768646,0.588532090187073,0.6239319505901727,0.987619340419769,0.885818600654602,Asia,36.88120369577767
9,Aruba,ABW,0.8603260009155482,0.8357511427667405,0.7196973551267092,0.5660236226884943,0.552885883732846,0.577624677043212,0.6230111874072308,0.981437733298854,0.8627816626900121,North America,36.09921298869734
10,Australia,AUS,0.9759635693292724,0.7615223101207187,0.8964198225215873,0.770239531993866,0.761949002742767,0.777968049049377,0.8758488201738229,0.996311366558075,0.94614177942276,Oceania,40.269721565714256
11,Austria,AUT,0.9634894710683737,0.9229360222816468,0.8824334164185832,0.746739745140076,0.737196564674377,0.756520211696625,0.851163556099906,0.996477246284485,0.937184393405914,Europe,40.93615766235987
12,Azerbaijan,AZE,0.8928965953921378,0.822275400161743,0.7230424649338553,0.577767550945282,0.561639130115509,0.591151416301727,0.6463221737179753,0.978476583957672,0.88195812702179,Asia,36.524231981778954
13,"Bahamas, The",BHS,0.8603260009155482,0.8357511427667405,0.7196973551267092,0.5660236226884943,0.552885883732846,0.577624677043212,0.6230111874072308,0.981437733298854,0.8627816626900121,North America,36.09921298869734
14,Bahrain,BHR,0.9220206849863375,0.7743813601033441,0.7852039928027443,0.652472019195557,0.644541084766388,0.659845471382141,0.724781753220596,0.992905378341675,0.934414565563202,Asia,38.03670094059876
15,Bangladesh,BGD,0.7292790364132244,0.692000031471252,0.6402452707135148,0.46403643488884,0.455268979072571,0.47212889790535,0.4674381878498689,0.969842970371246,0.868512272834778,Asia,32.64010893014538
16,Barbados,BRB,0.8603260009155482,0.8357511427667405,0.7196973551267092,0.5660236226884943,0.552885883732846,0.577624677043212,0.6230111874072308,0.981437733298854,0.8627816626900121,North America,36.09921298869734
17,Belarus,BLR,0.9907689524156668,0.9229360222816468,0.8485428888479346,0.700078189373016,0.690270841121674,0.709663927555084,0.8416474963582105,0.996579349040985,0.853127121925354,Europe,39.85546775764231
18,Belgium,BEL,0.9704408303036403,0.9229360222816468,0.8983710686358855,0.76041966676712,0.751977562904358,0.768837928771973,0.8727882445792985,0.996348440647125,0.931235253810883,Europe,41.17213848178908
19,Belize,BLZ,0.8603260009155482,0.8357511427667405,0.7196973551267092,0.5660236226884943,0.552885883732846,0.577624677043212,0.6230111874072308,0.981437733298854,0.8627816626900121,North America,36.09921298869734
20,Benin,BEN,0.6619011549741235,0.7037758330504099,0.6673760370935162,0.400290727615356,0.378561913967133,0.421737551689148,0.4422296539936707,0.907013535499573,0.768260359764099,Africa,30.553539657408397
21,Bermuda,BMU,0.8603260009155482,0.8357511427667405,0.7196973551267092,0.5660236226884943,0.552885883732846,0.577624677043212,0.6230111874072308,0.981437733298854,0.8627816626900121,North America,36.09921298869734
22,Bhutan,BTN,0.7336579623045996,0.787999987602234,0.6722720829210109,0.475297033786774,0.45032000541687,0.499215334653854,0.49376783865799945,0.970300734043121,0.806836605072021,Asia,33.10300249361853
23,Bolivia,BOL,0.8954063465445182,0.8773048917452494,0.7141439060483936,0.5812434918350644,0.5694872803158231,0.591660757859548,0.6411174899669505,0.9853207402759128,0.8713662226994833,South America,36.84665058659791
24,Bosnia and Herzegovina,BIH,0.8408040674446695,0.911134362220764,0.7233690342090329,0.57968407869339,0.570883631706238,0.588268458843231,0.6088899446162415,0.994194805622101,0.91362988948822,Europe,37.12026923159285
25,Botswana,BWA,0.5825355781313334,0.7037758330504099,0.6802315989406764,0.414028495550156,0.388916105031967,0.430983871221542,0.3967010521514754,0.963533997535706,0.798840999603271,Africa,30.750192033254383
26,Brazil,BRA,0.8543831788370135,0.8773048917452494,0.7183465197083715,0.551497936248779,0.546363532543182,0.556369066238403,0.614427650556263,0.985649168491364,0.861382365226746,South America,36.257837817332494
27,British Virgin Islands,VGB,0.8603260009155482,0.8357511427667405,0.7196973551267092,0.5660236226884943,0.552885883732846,0.577624677043212,0.6230111874072308,0.981437733298854,0.8627816626900121,North America,36.09921298869734
28,Brunei Darussalam,BRN,0.9449633251013917,0.802999973297119,0.7605372966408661,0.626391351222992,0.618847072124481,0.633784651756287,0.7194813998637059,0.988447725772858,0.878938317298889,Asia,37.53992037932921
29,Bulgaria,BGR,0.883249491340172,0.930000007152557,0.7667559055936811,0.613898158073425,0.603253543376923,0.624876379966736,0.6779921087895026,0.992944419384003,0.866138517856598,Europe,37.76745852515442
30,Burkina Faso,BFA,0.5036288951490491,0.750995874404907,0.7016754128454185,0.383691936731339,0.363230735063553,0.401694387197495,0.35377811872660453,0.923583388328552,0.761370539665222,Africa,29.72000891079455
31,Burundi,BDI,0.5478859780827204,0.458000004291534,0.7348657474558521,0.386170625686646,0.364378213882446,0.405884236097336,0.4030716877741008,0.941543161869049,0.722941100597382,Africa,28.10982032677021
32,Cabo Verde,CPV,0.6125799085254754,0.7037758330504099,0.6497706715078299,0.4100678316924884,0.3896917435138122,0.4273459231076034,0.40172935992654746,0.9380123861457992,0.7499216911585435,Africa,30.14491029779348
33,Cambodia,KHM,0.67921149908909,0.675509214401245,0.7855231352263106,0.491589874029159,0.471260070800781,0.506987154483795,0.5341313982113923,0.972004652023315,0.837721884250641,Asia,33.10285333416176
34,Cameroon,CMR,0.6258045611695736,0.710999965667725,0.6585906021256287,0.397401511669159,0.376647859811783,0.417586892843247,0.4126086619328135,0.923940002918243,0.704236268997192,Africa,29.767380106162584
35,Canada,CAN,0.9846151487939075,0.8357511427667405,0.9282527939020031,0.797520101070404,0.789545595645905,0.805555999279022,0.9149910819734979,0.995026648044586,0.939972162246704,North America,41.256408720677825
36,Cayman Islands,CYM,0.8603260009155482,0.8357511427667405,0.7196973551267092,0.5660236226884943,0.552885883732846,0.577624677043212,0.6230111874072308,0.981437733298854,0.8627816626900121,North America,36.09921298869734
37,Central African Republic,CAF,0.32791764216967734,0.592000007629395,0.6409664710540052,0.291631907224655,0.2558374106884,0.320747911930084,0.2104186284786779,0.883521616458893,0.591395437717438,Africa,24.249384609886675
38,Chad,TCD,0.38105838606632386,0.602342307567596,0.5790499762393795,0.299782782793045,0.281631708145142,0.317157030105591,0.2208979236524044,0.881021857261658,0.646125257015228,Africa,24.923882183847596
39,Chile,CHL,0.9329353242274013,0.8773048917452494,0.7860944192621124,0.651604175567627,0.641071140766144,0.661716818809509,0.7341931664486889,0.992807686328888,0.917748093605042,South America,38.706436518248026
40,China,CHN,0.9426946540370733,0.919000029563904,0.766593681934894,0.65310263633728,0.639979422092438,0.665241241455078,0.7234697270884412,0.991399228572845,0.923591136932373,Asia,38.96305289569687
41,Colombia,COL,0.9227886102625951,0.872555792331696,0.728398763365548,0.60433030128479,0.591710686683655,0.61637419462204,0.6729077470275474,0.985790491104126,0.88665109872818,South America,37.45664158080183
42,Comoros,COM,0.5864870881186389,0.688687562942505,0.6818086378315971,0.40468829870224,0.360101789236069,0.434066563844681,0.40031794379574154,0.932531476020813,0.78199964761734,Africa,30.20142586447269
43,"Congo, Dem. Rep.",COD,0.6552502049317611,0.573082327842712,0.5392180734768144,0.366369277238846,0.343863993883133,0.384989798069,0.353716789617636,0.911896467208862,0.753556191921234,Africa,28.299153370332412
44,"Congo, Rep.",COG,0.6395305240717067,0.788127779960632,0.6442412882234848,0.41926571726799,0.392945200204849,0.440487414598465,0.41247149015146756,0.949888348579407,0.742921948432922,Africa,30.989650477488983
45,Costa Rica,CRI,0.9411112443982099,0.8357511427667405,0.7449616503907208,0.628635048866272,0.61889111995697,0.638374447822571,0.7018736935932213,0.9912109375,0.915990591049194,North America,37.964888615908
46,Cote d'Ivoire,CIV,0.5781495354845873,0.783707201480865,0.6487894921508252,0.379889339208603,0.361500650644302,0.397576600313187,0.37551567807219305,0.919122159481049,0.660045504570007,Africa,29.253789105062815
47,Croatia,HRV,0.9608119971524743,0.9229360222816468,0.8475662048119845,0.709693968296051,0.70036256313324,0.718851804733276,0.8152599773677701,0.995332956314087,0.917376697063446,Europe,40.19183426366341
48,Cuba,CUB,0.8603260009155482,0.8357511427667405,0.7196973551267092,0.5660236226884943,0.552885883732846,0.577624677043212,0.6230111874072308,0.981437733298854,0.8627816626900121,North America,36.09921298869734
49,Curacao,CUW,0.8603260009155482,0.8357511427667405,0.7196973551267092,0.5660236226884943,0.552885883732846,0.577624677043212,0.6230111874072308,0.981437733298854,0.8627816626900121,North America,36.09921298869734
50,Cyprus,CYP,0.9749706450948699,0.7743813601033441,0.8729123517985016,0.755520224571228,0.745917916297913,0.764445602893829,0.8520130833447703,0.997616946697235,0.952006638050079,Asia,40.114267978945435
51,Czech Republic,CZE,0.9732843162245405,0.9229360222816468,0.8903987678216588,0.752257406711578,0.742869734764099,0.7615647315979,0.8675776520299493,0.996626973152161,0.922457218170166,Europe,41.00168932349532
52,Denmark,DNK,0.9611218497323093,0.9229360222816468,0.9002309644753533,0.755094826221466,0.747646927833557,0.762225031852722,0.8661966306502065,0.995776534080505,0.931700646877289,Europe,41.0672283673102
53,Djibouti,DJI,0.6125799085254754,0.7037758330504099,0.6497706715078299,0.4100678316924884,0.3896917435138122,0.4273459231076034,0.40172935992654746,0.9380123861457992,0.7499216911585435,Africa,30.14491029779348
54,Dominica,DMA,0.8895117570509409,0.8357511427667405,0.701899491568348,0.544749319553375,0.529065787792206,0.558903872966766,0.6250441733327333,0.96431428194046,0.859372973442078,North America,35.89562813821141
55,Dominican Republic,DOM,0.8520082354545659,0.928761720657349,0.6000925279613005,0.502766907215118,0.488703846931458,0.515102922916412,0.5118539715212621,0.971153199672699,0.844707489013672,North America,35.03193727556735
56,Ecuador,ECU,0.9282602318241995,0.7606320977211,0.730347463130722,0.594254851341248,0.585349440574646,0.603065609931946,0.6787086322507148,0.985769808292389,0.876447916030884,South America,36.59118202319551
57,"Egypt, Arab Rep.",EGY,0.8225567751134736,0.777311325073242,0.618814082456514,0.494374662637711,0.480260193347931,0.507678270339966,0.509577388850665,0.978774666786194,0.856793642044067,Africa,34.000751789926355
58,El Salvador,SLV,0.7857027943050349,0.863515734672546,0.7577678767236002,0.546176612377167,0.530962347984314,0.55970561504364,0.5960443245715066,0.986346542835236,0.821133434772491,North America,35.471291732493754
59,Equatorial Guinea,GNQ,0.6125799085254754,0.7037758330504099,0.6497706715078299,0.4100678316924884,0.3896917435138122,0.4273459231076034,0.40172935992654746,0.9380123861457992,0.7499216911585435,Africa,30.14491029779348
60,Eritrea,ERI,0.6125799085254754,0.7037758330504099,0.6497706715078299,0.4100678316924884,0.3896917435138122,0.4273459231076034,0.40172935992654746,0.9380123861457992,0.7499216911585435,Africa,30.14491029779348
61,Estonia,EST,0.9675339094574891,0.9229360222816468,0.9442592505945987,0.77720320224762,0.765454649925232,0.788717150688171,0.9146216931776133,0.997352659702301,0.897445440292358,Europe,41.3523703320492
62,Eswatini,SWZ,0.46093038164079697,0.744505286216736,0.7653846965903,0.37250080704689,0.352485179901123,0.389619916677475,0.3531825044128669,0.945634841918945,0.603710412979126,Africa,28.424441426233805
63,Ethiopia,ETH,0.5601465736826085,0.631999969482422,0.6052770539249896,0.382784843444824,0.372133255004883,0.392203897237778,0.33942200887366647,0.944755375385284,0.792981684207916,Africa,29.147423097480765
64,Faroe Islands,FRO,0.9476337577107554,0.9229360222816468,0.8545520782682645,0.7107685498702221,0.701848280735505,0.7195550722953601,0.8129855015971089,0.9952628872333428,0.9104034503300984,Europe,40.0822147874709
65,Fiji,FJI,0.8132139807837991,0.908999979496002,0.6663558529266936,0.508573293685913,0.496498584747315,0.520610868930817,0.5424942623045981,0.974379062652588,0.78399932384491,Oceania,34.63435725664105
66,Finland,FIN,0.9863866050072826,0.9229360222816468,0.9277480862860112,0.796001017093658,0.787025034427643,0.80467289686203,0.9161388443392771,0.998304605484009,0.930211067199707,Europe,41.806925957572474
67,France,FRA,0.9904016183501722,0.9229360222816468,0.8869898959805762,0.762737214565277,0.754485845565796,0.771440088748932,0.8794559244663535,0.995955765247345,0.926030695438385,Europe,41.22673235352561
68,French Polynesia,PYF,0.8095741807712761,0.7615223101207187,0.6902217980732107,0.5288617206471306,0.5107854753732681,0.5438641075577056,0.5668054113709521,0.97491620693888,0.845530092716217,Oceania,34.46447874316189
69,Gabon,GAB,0.5923712762005234,0.829655706882477,0.7928902537320192,0.457612454891205,0.433462828397751,0.478370934724808,0.47020923646152446,0.955239474773407,0.790453851222992,Africa,32.677849088614934
70,"Gambia, The",GMB,0.6831086753863802,0.810327887535095,0.613448129117725,0.421570628881455,0.394228160381317,0.441803723573685,0.4195190904714507,0.941635072231293,0.752527832984924,Africa,31.30995790442581
71,Georgia,GEO,0.9281913224717512,0.7743813601033441,0.6949168187314535,0.568925797939301,0.561714708805084,0.57585483789444,0.6457351558994872,0.990186214447021,0.852845549583435,Asia,36.050221434779644
72,Germany,DEU,0.9565306529260386,0.9229360222816468,0.8991942820881633,0.751162469387054,0.740105748176575,0.762275040149689,0.8610661231994574,0.996339559555054,0.930892467498779,Europe,40.984750454912
73,Ghana,GHA,0.869668806050012,0.824999988079071,0.5341398575890598,0.450056403875351,0.437522232532501,0.461756646633148,0.46504281724491087,0.952091753482819,0.768254458904266,Africa,32.74104386251861
74,Gibraltar,GIB,0.9476337577107554,0.9229360222816468,0.8545520782682645,0.7107685498702221,0.701848280735505,0.7195550722953601,0.8129855015971089,0.9952628872333428,0.9104034503300984,Europe,40.0822147874709
75,Greece,GRC,0.9535366886873241,0.9229360222816468,0.8146339532950763,0.690006494522095,0.680386543273926,0.700130164623261,0.7776496780072917,0.995549917221069,0.933005094528198,Europe,39.858412408712745
76,Greenland,GRL,0.8603260009155482,0.8357511427667405,0.7196973551267092,0.5660236226884943,0.552885883732846,0.577624677043212,0.6230111874072308,0.981437733298854,0.8627816626900121,North America,36.09921298869734
77,Grenada,GRD,0.9399425226201655,0.8357511427667405,0.6861954668831919,0.565070509910584,0.553347826004028,0.576623678207397,0.6457036726311697,0.984778940677643,0.850867509841919,North America,36.41810561836469
78,Guam,GUM,0.8095741807712761,0.7615223101207187,0.6902217980732107,0.5288617206471306,0.5107854753732681,0.5438641075577056,0.5668054113709521,0.97491620693888,0.845530092716217,Oceania,34.46447874316189
79,Guatemala,GTM,0.696913333179594,0.532863855361938,0.7044623389129144,0.461270093917847,0.451281309127808,0.470376640558243,0.49149672648437975,0.973814964294434,0.846656262874603,North America,31.566118969757877
80,Guinea,GIN,0.5018228473987678,0.696694314479828,0.7096625143139296,0.37094247341156,0.352458745241165,0.386690765619278,0.35652203813896444,0.899221658706665,0.759966254234314,Africa,29.097367808012663
81,Guinea-Bissau,GNB,0.6125799085254754,0.7037758330504099,0.6497706715078299,0.4100678316924884,0.3896917435138122,0.4273459231076034,0.40172935992654746,0.9380123861457992,0.7499216911585435,Africa,30.14491029779348
82,Guyana,GUY,0.8756869807377476,0.887291073799133,0.6020905101918156,0.495226472616196,0.477365136146545,0.509675323963165,0.5278308370500453,0.969855308532715,0.774362802505493,South America,34.26171551997299
83,Haiti,HTI,0.8164217214048937,0.780539035797119,0.5872269398644648,0.446564912796021,0.428226679563522,0.46255362033844,0.47995952278808035,0.935236394405365,0.77589213848114,North America,32.339548963220494
84,Honduras,HND,0.6881279039697884,0.773775815963745,0.6948898698698883,0.481023132801056,0.469157963991165,0.491263329982758,0.4787064068376588,0.982401430606842,0.860411643981934,North America,33.40841303769723
85,"Hong Kong SAR, China",HKG,0.9716554688398706,0.7743813601033441,0.9536901850654707,0.812756538391113,0.802408695220947,0.822600364685059,0.9276917152412053,0.991399228572845,0.954613506793976,Asia,41.11771886320743
86,Hungary,HUN,0.9296900153496094,0.9229360222816468,0.8612988247856102,0.683087289333344,0.674525618553162,0.691527485847473,0.8016339741828223,0.995729386806488,0.879628777503967,Europe,39.5239354774039
87,Iceland,ISL,0.9658338260888055,0.9229360222816468,0.865125775323522,0.745281875133514,0.739062607288361,0.751472234725952,0.8364995726313738,0.998038172721863,0.95481938123703,Europe,40.970276259006134
88,India,IND,0.7982644834012297,0.652999997138977,0.6935847598458564,0.493510901927948,0.4892657995224,0.49779936671257,0.5542815830769761,0.963425755500793,0.825507640838623,Asia,33.13951885739164
89,Indonesia,IDN,0.8889203820520674,0.723299980163574,0.6864839470193863,0.540038466453552,0.530018210411072,0.549938440322876,0.6109101209999491,0.975016117095947,0.849707961082459,Asia,34.950152937396375
90,"Iran, Islamic Rep.",IRN,0.8502576504949116,0.7743813601033441,0.7511370244573643,0.593404471874237,0.581339716911316,0.603761494159698,0.6393722608440127,0.985598683357239,0.934482455253601,Asia,36.67546776442365
91,Iraq,IRQ,0.4973963966362113,0.873570203781128,0.6317574933484593,0.407643288373947,0.40058308839798,0.413814187049866,0.31458435238396043,0.973287522792816,0.844261884689331,Asia,31.33817275477743
92,Ireland,IRL,0.9974250347335335,0.9229360222816468,0.9062294203268049,0.792599022388458,0.783532738685608,0.801084518432617,0.9049040065473267,0.996342957019806,0.944304645061493,Europe,41.81071722921846
93,Isle of Man,IMN,0.9476337577107554,0.9229360222816468,0.8545520782682645,0.7107685498702221,0.701848280735505,0.7195550722953601,0.8129855015971089,0.9952628872333428,0.9104034503300984,Europe,40.0822147874709
94,Israel,ISR,0.9875522474200196,0.7743813601033441,0.835695231292848,0.733995318412781,0.722771167755127,0.744976282119751,0.8262131776010582,0.99626761674881,0.950315594673157,Asia,39.744554544078554
95,Italy,ITA,0.9507948218214224,0.9229360222816468,0.8569645141847025,0.727819681167603,0.719787061214447,0.735481381416321,0.815706101978402,0.996968865394592,0.95279335975647,Europe,40.62200285434573
96,Jamaica,JAM,0.8176156939784271,0.940020859241486,0.6729562551013188,0.534977912902832,0.517991423606873,0.547929584980011,0.5508332348395775,0.985583305358887,0.861376643180847,North America,35.87582197860806
97,Japan,JPN,0.97871953284523,0.7743813601033441,0.9347287963121218,0.804714262485504,0.796795904636383,0.81325364112854,0.9158576533517967,0.997510313987732,0.948549091815948,Asia,40.9686949096597
98,Jordan,JOR,0.7996178986671229,0.7743813601033441,0.7473924589234099,0.553174376487732,0.541209638118744,0.563964486122131,0.5982949316850281,0.983848035335541,0.894166231155396,Asia,35.57153156025443
99,Kazakhstan,KAZ,0.9836094965162486,0.919641673564911,0.7234047891946513,0.628506422042847,0.621939837932587,0.634843647480011,0.7123413965233533,0.990088999271393,0.844640254974365,Asia,38.092025745859594
100,Kenya,KEN,0.8348363259175583,0.738091707229614,0.7908576835925679,0.546752512454987,0.527030169963837,0.564601123332977,0.6609730577651727,0.958882212638855,0.77360212802887,Africa,34.6643626775193
101,Kiribati,KIR,0.8045368768023269,0.7615223101207187,0.7152866568441255,0.492592930793762,0.462539911270142,0.516819953918457,0.5761163088688733,0.947486937046051,0.808998703956604,Oceania,33.81351235577406
102,"Korea, Dem. People's Rep.",PRK,0.8557952180777213,0.7743813601033441,0.74653632745057,0.5896201885264852,0.5773801512044411,0.600884977242221,0.6470543732838795,0.9799713712671528,0.8830966690312261,Asia,36.187511547620616
103,"Korea, Rep.",KOR,0.9753877964479318,0.7743813601033441,0.9338357704546896,0.798776268959045,0.788339078426361,0.809219837188721,0.9118679119849897,0.996808230876923,0.944547057151794,Asia,40.847269339621505
104,Kuwait,KWT,0.8634755181220303,0.7743813601033441,0.6664710221756247,0.562588036060333,0.552965342998505,0.572192251682281,0.5761232307221908,0.992147386074066,0.941962718963623,Asia,36.01908279090802
105,Kyrgyz Republic,KGZ,0.92365849674556,0.882465779781342,0.7302396146355226,0.596617102622986,0.58721125125885,0.605376899242401,0.675244281879302,0.981058835983276,0.849434614181519,Asia,37.13377351002179
