Year,Country_Name,Country_Code,Compulsory_education_duration_years,Government_expenditure_on_education_total,"Government expenditure on education, total (% of government expenditure)",Weighted World Education
2019,Pre-demographic dividend,PRE,8.5,3.32622993,14.21378994,1.900853571
2020,Pre-demographic dividend,PRE,8.5,3.444653273,12.37802029,1.801039583
2016,Puerto Rico,PRI,13,0,0,0.764705882
2017,Puerto Rico,PRI,13,0,0,0.764705882
2018,Puerto Rico,PRI,13,0,0,0.764705882
2019,Puerto Rico,PRI,13,0,0,0.764705882
2020,Puerto Rico,PRI,13,0,0,0.764705882
2016,Qatar,QAT,9,2.89316988,8.308080037,1.488677503
2017,Qatar,QAT,9,2.967459917,8.560850143,1.515830099
2018,Qatar,QAT,9,3.041749954,8.813620249,1.542982695
2019,Qatar,QAT,9,2.812289953,8.636489868,1.497698358
2020,Qatar,QAT,9,3.190330029,9.319160461,1.597287887
2016,Romania,ROU,10,2.979890108,9.5105896,1.637200424
2017,Romania,ROU,10,3.095390081,10.05265045,1.688943839
2018,Romania,ROU,10,3.344749928,10.46096039,1.751950455
2019,Romania,ROU,10,3.527179837,10.93614578,1.80932547
2020,Romania,ROU,10,3.709609747,11.41133118,1.866700485
2016,Russian Federation,RUS,11,3.760440111,10.98528004,1.905814344
2017,Russian Federation,RUS,11,4.689909935,13.46508026,2.201892524
2018,Russian Federation,RUS,11,4.678199768,14.34107971,2.256152886
2019,Russian Federation,RUS,11,5.137079597,16.01897955,2.431322157
2020,Russian Federation,RUS,11,5.595959425,17.69687939,2.606491428
2016,Rwanda,RWA,6,3.436729908,12.27838993,1.64643969
2017,Rwanda,RWA,6,3.126460075,11.07960987,1.523891255
2018,Rwanda,RWA,6,3.073750019,10.80461025,1.498511796
2019,Rwanda,RWA,6,3.355459929,10.76183033,1.537473018
2020,Rwanda,RWA,6,3.407269955,10.78318977,1.546506674
2016,Samoa,WSM,8,4.162220001,13.03890038,1.920077625
2017,Samoa,WSM,8,4.183159828,13.21240044,1.934266978
2018,Samoa,WSM,8,4.532149792,14.84702969,2.090405681
2019,Samoa,WSM,8,4.706250191,15.59646988,2.16407812
2020,Samoa,WSM,8,4.809160233,16.21499062,2.218845396
2016,San Marino,SMR,10,3.365105152,12.1254549,1.861357121
2017,San Marino,SMR,10,3.369970083,13.10361004,1.924600509
2018,San Marino,SMR,10,3.555160046,14.48633003,2.040393329
2019,San Marino,SMR,10,3.379699945,15.05992031,2.051087283
2020,San Marino,SMR,10,3.384564877,16.03807545,2.11433067
2016,Sao Tome and Principe,STP,6,5.173039913,15.96667957,2.139183977
2017,Sao Tome and Principe,STP,6,5.036369801,18.39999962,2.274492484
2018,Sao Tome and Principe,STP,6,5.235109806,20.11654091,2.413628577
2019,Sao Tome and Principe,STP,6,5.921549797,17.59244919,2.353889058
2020,Sao Tome and Principe,STP,6,6.171053092,16.12594032,2.297079148
2016,Saudi Arabia,SAU,9,0,0,0.529411765
2017,Saudi Arabia,SAU,9,0,0,0.529411765
2018,Saudi Arabia,SAU,9,0,0,0.529411765
2019,Saudi Arabia,SAU,9,0,0,0.529411765
2020,Saudi Arabia,SAU,9,0,0,0.529411765
2016,Senegal,SEN,11,5.113090038,21.33736992,2.767721118
2017,Senegal,SEN,11,4.624969959,20.5892601,2.647655867
2018,Senegal,SEN,11,4.8582201,21.5420208,2.743079197
2019,Senegal,SEN,11,5.287199974,18.31226921,2.600127644
2020,Senegal,SEN,11,5.345236619,22.06278038,2.848448964
2016,Serbia,SRB,8,3.63470006,8.692990303,1.5642107
2017,Serbia,SRB,8,3.710160017,9.25646019,1.611396276
2018,Serbia,SRB,8,3.582319975,8.804280281,1.563571574
2019,Serbia,SRB,8,3.619220018,8.604599953,1.55626963
2020,Serbia,SRB,8,3.614060005,8.575136503,1.553622606
2016,Seychelles,SYC,10,4.421020031,11.72342968,1.991945083
2017,Seychelles,SYC,10,3.677289963,10.25983047,1.788313335
2018,Seychelles,SYC,10,4.498839855,11.82717991,2.010094823
2019,Seychelles,SYC,10,3.914589882,11.13055992,1.879092661
2020,Seychelles,SYC,10,3.745779832,9.168009758,1.72866168
2016,Sierra Leone,SLE,9,3.060230017,12.47358036,1.779661279
2017,Sierra Leone,SLE,9,4.635769844,19.89410019,2.487172916
2018,Sierra Leone,SLE,9,6.989630222,32.72782898,3.655893681
2019,Sierra Leone,SLE,9,7.365429878,35.00582886,3.857124493
2020,Sierra Leone,SLE,9,9.261469841,34.32725143,4.094381702
2016,Singapore,SGP,6,2.874830008,0,0.778442891
2017,Singapore,SGP,6,2.768260002,0,0.762669534
2018,Singapore,SGP,6,2.645090103,0,0.744439238
2019,Singapore,SGP,6,2.631969929,0,0.74249733
2020,Singapore,SGP,6,2.506659985,0,0.723950286
2016,Sint Maarten (Dutch part),SXM,14,0,0,0.823529412
2017,Sint Maarten (Dutch part),SXM,14,0,0,0.823529412
2018,Sint Maarten (Dutch part),SXM,14,0,0,0.823529412
2019,Sint Maarten (Dutch part),SXM,14,0,0,0.823529412
2020,Sint Maarten (Dutch part),SXM,14,0,0,0.823529412
2016,Slovak Republic,SVK,10,3.911070108,9.168419838,1.753152398
2017,Slovak Republic,SVK,10,3.940639973,9.519089699,1.779943709
2018,Slovak Republic,SVK,10,3.975830078,9.513609886,1.784801906
2019,Slovak Republic,SVK,10,4.008210063,9.68620491,1.800626659
2020,Slovak Republic,SVK,10,4.040590048,9.858799934,1.816451413
2016,Slovenia,SVN,9,4.792669773,10.38195992,1.902382915
2017,Slovenia,SVN,9,4.780779839,10.84708023,1.93035342
2018,Slovenia,SVN,9,4.936039925,11.33996964,1.984838682
2019,Slovenia,SVN,9,5.007725,11.81897449,2.026066565
2020,Slovenia,SVN,9,5.079410076,12.29797935,2.067294448
2016,Small states,SST,9,5.314610004,13.5529747,2.182325097
2017,Small states,SST,9,5.02312994,15.11530972,2.239047227
2018,Small states,SST,9,5.32633996,14.41243982,2.238997948
2019,Small states,SST,9,4.719299793,14.75605536,2.171114112
2020,Small states,SST,9,4.520863056,15.15708224,2.167377118
2016,Solomon Islands,SLB,0,0,0,0
2017,Solomon Islands,SLB,0,0,0,0
2018,Solomon Islands,SLB,0,0,0,0
2019,Solomon Islands,SLB,0,0,0,0
2020,Solomon Islands,SLB,0,0,0,0
2016,Somalia,SOM,0,0,1.314839959,0.084044107
2017,Somalia,SOM,0,0,1.70468998,0.108963183
2018,Somalia,SOM,0,0,3.00248003,0.191917466
2019,Somalia,SOM,0,0,4.262450218,0.272454317
2020,Somalia,SOM,0,0,4.412380219,0.28203779
2016,South Africa,ZAF,9,5.942850113,18.04874039,2.562678265
2017,South Africa,ZAF,9,6.113059998,18.71928978,2.6307322
2018,South Africa,ZAF,9,6.158989906,18.90159035,2.649182844
2019,South Africa,ZAF,9,6.505050182,19.59622955,2.744804094
2020,South Africa,ZAF,9,6.836130142,19.52728081,2.789399843
2016,South Asia,SAS,9,3.450089931,14.07723999,1.939869549
2017,South Asia,SAS,9,3.136415005,14.54477978,1.923327706
2018,South Asia,SAS,9,3.199790001,11.68877029,1.750152678
2019,South Asia,SAS,9,2.507550001,11.34377003,1.625642391
2020,South Asia,SAS,9,2.193370024,10.43261337,1.520900005
2016,South Asia (IDA & IBRD),TSA,9,3.450089931,14.07723999,1.939869549
2017,South Asia (IDA & IBRD),TSA,9,3.136415005,14.54477978,1.923327706
2018,South Asia (IDA & IBRD),TSA,9,3.199790001,11.68877029,1.750152678
2019,South Asia (IDA & IBRD),TSA,9,2.507550001,11.34377003,1.625642391
2020,South Asia (IDA & IBRD),TSA,9,2.193370024,10.43261337,1.520900005
2016,South Sudan,SSD,8,1.543900013,0.833360016,0.752367948
2017,South Sudan,SSD,8,1.543900013,1.073699951,0.767730392
2018,South Sudan,SSD,8,1.543900013,0.867030025,0.754520123
2019,South Sudan,SSD,8,1.543900013,0.883865029,0.755596211
2020,South Sudan,SSD,8,1.543900013,0.900700033,0.756672298
2016,Spain,ESP,10,4.227640152,9.961039543,1.850671697
2017,Spain,ESP,10,4.207779884,10.21348953,1.863868706
2018,Spain,ESP,10,4.178160191,10.0303297,1.847777203
2019,Spain,ESP,10,4.15342021,10.06497478,1.846329955
2020,Spain,ESP,10,4.128680229,10.09961987,1.844882708
2016,Sri Lanka,LKA,11,3.449199915,17.72875977,2.290788736
2017,Sri Lanka,LKA,11,2.799249887,14.49975967,1.988193507
2018,Sri Lanka,LKA,11,2.135390043,11.33090019,1.687383662
2019,Sri Lanka,LKA,11,1.478485107,8.131970406,1.385681125
2020,Sri Lanka,LKA,11,0.821580172,4.933040619,1.083978588
2016,St. Kitts and Nevis,KNA,12,0,0,0.705882353
2017,St. Kitts and Nevis,KNA,12,0,0,0.705882353
2018,St. Kitts and Nevis,KNA,12,0,0,0.705882353
2019,St. Kitts and Nevis,KNA,12,0,0,0.705882353
2020,St. Kitts and Nevis,KNA,12,0,0,0.705882353
2016,St. Lucia,LCA,10,5.208280087,21.97570038,2.763788464
2017,St. Lucia,LCA,10,3.633480072,14.09974003,2.027274728
2018,St. Lucia,LCA,10,3.331799984,14.30671978,1.995853328
2019,St. Lucia,LCA,10,3.264879942,14.08432007,1.971732825
2020,St. Lucia,LCA,10,3.569050074,14.32271957,2.03199126
2016,St. Martin (French part),MAF,0,0,0,0
2017,St. Martin (French part),MAF,0,0,0,0
2018,St. Martin (French part),MAF,0,0,0,0
2019,St. Martin (French part),MAF,0,0,0,0
2020,St. Martin (French part),MAF,0,0,0,0
2016,St. Vincent and the Grenadines,VCT,12,5.733399868,20.1484108,2.842358453
2017,St. Vincent and the Grenadines,VCT,12,5.73195982,18.97827911,2.767350907
2018,St. Vincent and the Grenadines,VCT,12,5.693779945,19.01264,2.763896264
2019,St. Vincent and the Grenadines,VCT,12,5.673969984,18.4447546,2.72466517
2020,St. Vincent and the Grenadines,VCT,12,5.654160023,17.8768692,2.685434076
2016,Sub-Saharan Africa,SSF,8,3.561609983,15.34716034,1.978724892
2017,Sub-Saharan Africa,SSF,8,3.789769888,16.21059418,2.067685077
2018,Sub-Saharan Africa,SSF,8,3.641860008,16.80236435,2.083618773
2019,Sub-Saharan Africa,SSF,8,3.534980059,14.59023952,1.926401302
2020,Sub-Saharan Africa,SSF,8,3.526103417,14.05592966,1.890934578
2016,Sub-Saharan Africa (IDA & IBRD countries),TSS,8,3.561609983,15.34716034,1.978724892
2017,Sub-Saharan Africa (IDA & IBRD countries),TSS,8,3.789769888,16.21059418,2.067685077
2018,Sub-Saharan Africa (IDA & IBRD countries),TSS,8,3.641860008,16.80236435,2.083618773
2019,Sub-Saharan Africa (IDA & IBRD countries),TSS,8,3.534980059,14.59023952,1.926401302
2020,Sub-Saharan Africa (IDA & IBRD countries),TSS,8,3.526103417,14.05592966,1.890934578
2016,Sub-Saharan Africa (excluding high income),SSA,8,3.561609983,15.34716034,1.978724892
2017,Sub-Saharan Africa (excluding high income),SSA,8,3.789769888,16.21059418,2.067685077
2018,Sub-Saharan Africa (excluding high income),SSA,8,3.641860008,16.80236435,2.083618773
2019,Sub-Saharan Africa (excluding high income),SSA,8,3.534980059,14.59023952,1.926401302
2020,Sub-Saharan Africa (excluding high income),SSA,8,3.526103417,14.05592966,1.890934578
2016,Sudan,SDN,8,0,0,0.470588235
2017,Sudan,SDN,8,0,0,0.470588235
2018,Sudan,SDN,8,0,0,0.470588235
2019,Sudan,SDN,8,0,0,0.470588235
2020,Sudan,SDN,8,0,0,0.470588235
2016,Suriname,SUR,6,5.98029995,16.07542038,2.265616683
2017,Suriname,SUR,6,6.10751009,17.32357979,2.364226883
2018,Suriname,SUR,6,5.688600063,14.72416973,2.136070907
2019,Suriname,SUR,6,7.23706007,15.27698994,2.400593536
2020,Suriname,SUR,6,7.65598011,13.94235039,2.377287928
2016,Sweden,SWE,9,7.618619919,15.61890984,2.655393948
2017,Sweden,SWE,9,7.568830013,15.68610001,2.652319349
2018,Sweden,SWE,9,7.640840054,15.66701984,2.661757911
2019,Sweden,SWE,10,7.651950121,15.69107485,2.723763422
2020,Sweden,SWE,10,7.663060188,15.71512985,2.726945403
2016,Switzerland,CHE,11,4.926459789,15.36124039,2.358106001
2017,Switzerland,CHE,11,4.951570034,15.46181965,2.368251543
2018,Switzerland,CHE,11,4.86093998,15.52665997,2.358982018
2019,Switzerland,CHE,11,4.828180075,15.60936975,2.359420027
2020,Switzerland,CHE,11,4.79542017,15.69207954,2.359858035
2016,Syrian Arab Republic,SYR,9,0,0,0.529411765
2017,Syrian Arab Republic,SYR,9,0,0,0.529411765
2018,Syrian Arab Republic,SYR,9,0,0,0.529411765
2019,Syrian Arab Republic,SYR,9,0,0,0.529411765
2020,Syrian Arab Republic,SYR,9,0,0,0.529411765
2016,Tajikistan,TJK,9,5.763679981,17.0383606,2.47157629
2017,Tajikistan,TJK,9,5.83796978,18.14114952,2.553061755
2018,Tajikistan,TJK,9,5.5583601,15.88862038,2.367696039
2019,Tajikistan,TJK,9,5.712900162,18.65759087,2.567561031
2020,Tajikistan,TJK,9,5.695973555,17.77205086,2.50845233
2016,Tanzania,TZA,7,4.101970196,28.28813934,2.827062546
2017,Tanzania,TZA,7,4.430510044,24.39653969,2.626939835
2018,Tanzania,TZA,7,3.696439981,20.50494003,2.269540924
2019,Tanzania,TZA,7,3.534980059,16.61334038,1.996893667
2020,Tanzania,TZA,7,3.104340076,12.72174072,1.684405244
2016,Thailand,THA,9,3.637520075,17.31904984,2.174826306
2017,Thailand,THA,9,3.355730057,15.83858013,2.038487647
2018,Thailand,THA,9,3.056770086,14.48729038,1.907864812
2019,Thailand,THA,9,2.968980074,16.90824556,2.049617672
2020,Thailand,THA,9,2.746133407,16.77131081,2.007881461
2016,Timor-Leste,TLS,9,8.078430176,7.246910095,2.188314889
2017,Timor-Leste,TLS,9,7.106100082,8.205820084,2.105694135
2018,Timor-Leste,TLS,9,6.830910206,7.881289959,2.044219609
2019,Timor-Leste,TLS,9,6.207150221,8.198479891,1.97217197
2020,Timor-Leste,TLS,9,5.583390236,8.515669823,1.90012433
2016,Togo,TGO,10,3.686490059,15.99131012,2.156029196
2017,Togo,TGO,10,3.760529995,23.14003944,2.62393206
2018,Togo,TGO,10,4.043940067,21.76909065,2.578248836
2019,Togo,TGO,10,4.969379902,24.65798092,2.899879431
2020,Togo,TGO,10,5.39700985,27.54687119,3.147829509
2016,Tonga,TON,15,3.199470043,4.814259529,1.66363019
2017,Tonga,TON,15,4.786190033,7.492729664,2.069686449
2018,Tonga,TON,15,6.372910023,10.1711998,2.475742708
2019,Tonga,TON,15,7.959630013,11.92780018,2.822873377
2020,Tonga,TON,15,9.546350002,15.52814007,3.287855226
2016,Trinidad and Tobago,TTO,7,3.971920013,10.4340601,1.666587445
2017,Trinidad and Tobago,TTO,7,3.561269999,9.886910439,1.57083379
2018,Trinidad and Tobago,TTO,7,3.286240101,9.77173996,1.522765138
2019,Trinidad and Tobago,TTO,7,3.561239958,10.62077999,1.617738027
2020,Trinidad and Tobago,TTO,7,3.424346606,9.377129555,1.517982834
2016,Tunisia,TUN,9,7.32434988,0,1.613484015
2017,Tunisia,TUN,9,7.32434988,0,1.613484015
2018,Tunisia,TUN,9,7.32434988,0,1.613484015
2019,Tunisia,TUN,9,7.32434988,0,1.613484015
2020,Tunisia,TUN,9,7.32434988,0,1.613484015
2016,Turkey,TUR,12,4.29460001,12.40666962,2.134553254
2017,Turkey,TUR,12,4.29460001,12.40666962,2.134553254
2018,Turkey,TUR,12,4.29460001,12.40666962,2.134553254
2019,Turkey,TUR,12,4.29460001,12.40666962,2.134553254
2020,Turkey,TUR,12,4.29460001,12.40666962,2.134553254
2016,Turkmenistan,TKM,12,3.120650053,23.01025009,2.638574816
2017,Turkmenistan,TKM,12,3.120650053,23.01025009,2.638574816
2018,Turkmenistan,TKM,12,3.120650053,23.01025009,2.638574816
2019,Turkmenistan,TKM,12,3.120650053,23.01025009,2.638574816
2020,Turkmenistan,TKM,12,3.120650053,23.01025009,2.638574816
2016,Turks and Caicos Islands,TCA,13,3.065490007,11.8375597,1.975079707
2017,Turks and Caicos Islands,TCA,13,2.977289915,12.04469013,1.975264974
2018,Turks and Caicos Islands,TCA,13,2.743769884,11.94102001,1.934075268
2019,Turks and Caicos Islands,TCA,13,3.488399982,12.1184597,2.055629366
2020,Turks and Caicos Islands,TCA,13,3.629369974,11.62213039,2.044769048
2016,Tuvalu,TUV,8,0,0,0.470588235
2017,Tuvalu,TUV,8,0,0,0.470588235
2018,Tuvalu,TUV,8,0,0,0.470588235
2019,Tuvalu,TUV,8,0,0,0.470588235
2020,Tuvalu,TUV,8,0,0,0.470588235
2016,Uganda,UGA,7,2.147109985,11.74205017,1.480104767
2017,Uganda,UGA,7,2.263360023,12.84181976,1.567607745
2018,Uganda,UGA,7,2.130520105,11.24717999,1.446017382
2019,Uganda,UGA,7,2.649810076,10.99974489,1.507061188
2020,Uganda,UGA,7,3.013930082,10.7523098,1.545138389
2016,Ukraine,UKR,11,5.00977993,12.35311985,2.178160156
2017,Ukraine,UKR,11,5.412260056,13.05142021,2.28236609
2018,Ukraine,UKR,11,5.319479942,12.7508297,2.249420126
2019,Ukraine,UKR,11,5.439650059,13.1361599,2.291836597
2020,Ukraine,UKR,11,5.582940102,15.81424999,2.484227439
2016,United Arab Emirates,ARE,12,3.102699995,10.26766014,1.821416177
2017,United Arab Emirates,ARE,12,3.102699995,10.26766014,1.821416177
2018,United Arab Emirates,ARE,12,3.102699995,10.26766014,1.821416177
2019,United Arab Emirates,ARE,12,3.102699995,10.26766014,1.821416177
2020,United Arab Emirates,ARE,12,3.102699995,10.26766014,1.821416177
2016,United Kingdom,GBR,11,5.418940067,13.44863987,2.308744935
2017,United Kingdom,GBR,11,5.444180012,13.76128006,2.332464533
2018,United Kingdom,GBR,11,5.238900185,13.34407997,2.275413917
2019,United Kingdom,GBR,11,5.148880243,13.29180002,2.258748408
2020,United Kingdom,GBR,11,5.058860302,13.23952007,2.2420829
2016,United States,USA,12,0,0,0.705882353
2017,United States,USA,12,0,0,0.705882353
2018,United States,USA,12,0,0,0.705882353
2019,United States,USA,12,0,0,0.705882353
2020,United States,USA,12,0,0,0.705882353
2016,Upper middle income,UMC,10,3.850500107,14.38564491,2.077670662
2017,Upper middle income,UMC,10,3.931309938,14.46691036,2.094825731
2018,Upper middle income,UMC,10,4.09145987,14.34107971,2.110486367
2019,Upper middle income,UMC,10,3.882860065,14.15939045,2.067998132
2020,Upper middle income,UMC,10,3.893646717,14.0839723,2.064773956
2016,Uruguay,URY,14,4.380859852,14.71417999,2.412462826
2017,Uruguay,URY,14,4.485839844,14.92741966,2.441631051
2018,Uruguay,URY,14,4.662799835,15.19254971,2.484769803
2019,Uruguay,URY,14,4.683320045,15.08080006,2.480663987
2020,Uruguay,URY,14,4.78414011,16.36347961,2.577574725
2016,Uzbekistan,UZB,12,5.667729855,23.09033012,3.020685124
2017,Uzbekistan,UZB,12,5.281340122,22.53945923,2.928284358
2018,Uzbekistan,UZB,12,5.900000095,21.81299019,2.973416172
2019,Uzbekistan,UZB,12,7.001860142,21.17432022,3.0956782
2020,Uzbekistan,UZB,12,5.112410069,20.53565025,2.775198367
2016,Vanuatu,VUT,0,5.273873647,14.80127684,1.726675004
2017,Vanuatu,VUT,0,4.533530235,12.20798016,1.451334647
2018,Vanuatu,VUT,0,3.793186824,9.614683469,1.17599429
2019,Vanuatu,VUT,0,1.78587997,4.6760602,0.563219051
2020,Vanuatu,VUT,0,2.3125,4.428090096,0.625313577
2016,"Venezuela, RB",VEN,14,1.190230012,16.18619919,2.034310732
2017,"Venezuela, RB",VEN,17,1.344079971,23.8731308,2.724898515
2018,"Venezuela, RB",VEN,17,1.497929931,31.56006241,3.239015709
2019,"Venezuela, RB",VEN,17,1.65177989,39.24699402,3.753132903
2020,"Venezuela, RB",VEN,17,1.805629849,46.93392563,4.267250097
2016,Vietnam,VNM,10,4.344810009,15.60490036,2.228767527
2017,Vietnam,VNM,10,4.085539818,15.09342003,2.157699472
2018,Vietnam,VNM,10,4.167449951,16.0908699,2.233579583
2019,Vietnam,VNM,10,4.061970234,14.02956963,2.08621001
2020,Vietnam,VNM,10,3.967690309,14.4071703,2.096391802
2016,Virgin Islands (U.S.),VIR,0,0,0,0
2017,Virgin Islands (U.S.),VIR,0,0,0,0
2018,Virgin Islands (U.S.),VIR,0,0,0,0
2019,Virgin Islands (U.S.),VIR,0,0,0,0
2020,Virgin Islands (U.S.),VIR,0,0,0,0
2016,West Bank and Gaza,PSE,10,4.982960224,16.92126083,2.407361022
2017,West Bank and Gaza,PSE,10,4.721539974,16.07543945,2.314603777
2018,West Bank and Gaza,PSE,10,5.318870068,17.78866005,2.512522671
2019,West Bank and Gaza,PSE,10,5.486824989,17.71245003,2.532510252
2020,West Bank and Gaza,PSE,10,5.654779911,17.97617976,2.574226662
2016,World,WLD,10,4.164805174,13.97148991,2.097718108
2017,World,WLD,10,4.328239918,14.49975967,2.155674795
2018,World,WLD,10,4.255720139,13.82756519,2.101974755
2019,World,WLD,10,3.663199902,13.75560284,2.009676413
2020,World,WLD,10,3.495998144,13.68364048,1.980329181
2016,"Yemen, Rep.",YEM,9,0,0,0.529411765
2017,"Yemen, Rep.",YEM,9,0,0,0.529411765
2018,"Yemen, Rep.",YEM,9,0,0,0.529411765
2019,"Yemen, Rep.",YEM,9,0,0,0.529411765
2020,"Yemen, Rep.",YEM,9,0,0,0.529411765
2016,Zambia,ZMB,7,3.747920036,15.40297031,1.951044346
2017,Zambia,ZMB,7,3.729640007,14.88183022,1.915027639
2018,Zambia,ZMB,7,4.739739895,17.01243019,2.200719065
2019,Zambia,ZMB,7,4.46517992,15.29187012,2.050104028
2020,Zambia,ZMB,7,4.704266548,12.37802029,1.899238829
2016,Zimbabwe,ZWE,7,5.47262001,23.52708054,2.725606329
2017,Zimbabwe,ZWE,7,5.381060123,20.87420082,2.542483473
2018,Zimbabwe,ZWE,7,3.587280035,19.0398407,2.159735598
2019,Zimbabwe,ZWE,7,2.644610047,16.79622078,1.876800233
2020,Zimbabwe,ZWE,7,1.70194006,14.55260086,1.593864867
